title,authors,year,url,abstract,venue,source
Large Geographical Area Aerial Surveillance Systems Data Network Infrastructure Managed by Artificial Intelligence and Certified over Blockchain: A Review,"N. Batista, R. Melício, Luís F. F. M. Santos",2021,https://www.semanticscholar.org/paper/cd6014509df8c321c6031b3267014674c71e11ff,"This paper proposes an aerial data network infrastructure for Large Geographical Area Surveillance Systems. The work presents a review of previous works from the authors, existing technologies in the market, and other scientific work, with the goal of creating a data network supported by Autonomous Tethered Aerostat Airships used for sensor fixing, a drones deployment base, and meshed data network nodes installation. The proposed approach for data network infrastructure supports several independent and heterogeneous services from independent, private, and public companies. The presented solution employs Edge Artificial Intelligence (AI) systems for autonomous infrastructure management. The Edge AI used in the presented solution enables the AI management solution to work without the need for a permanent connection to cloud services and is constantly fed by the locally generated sensor data. These systems interact with other network AI services to accomplish coordinated tasks. Blockchain technology services are deployed to ensure secure and auditable decisions and operations, which are validated by the different involved ledgers.",Network,Semantic Scholar
"Synergizing AI, IoT, and Blockchain for Diagnosing Pandemic Diseases in Smart Cities: Challenges and Opportunities","Ibrahim Alrashdi, Ali Alqazzaz",2024,https://www.semanticscholar.org/paper/96d0f1f630fac604685ffb25fa1c1b0940e77d44,"The advent of smart cities has paved the way for transformative advancements in healthcare, particularly in the domain of disease diagnosis. In the wake of the COVID-19 pandemic, accurate and timely identification of Pandemic diseases has become paramount.  This paper explores the challenges and opportunities in synergizing Artificial Intelligence (AI), Internet of Things (IoT), and Blockchain technologies for diagnosis of Pandemic diseases in smart cities. This study provides an overview of each technology and its relevance to sustainable healthcare in smart cities, emphasizing its potential for analyzing medical data and making informed decisions. We also explore how IoT devices can contribute to disease surveillance, enabling real-time data collection and remote healthcare. Additionally, we discuss the potential of Blockchain in ensuring secure and transparent healthcare systems. Following, the paper study the synergistic potential of integrating AI, IoT, and blockchain, emphasizing how their combined strengths can enhance the accuracy, efficiency, and security of COVID-19 diagnosis systems in smart cities Moreover, the paper highlights the challenges in integrating these technologies and the opportunities for research and implementation, underlining the significance of synergizing AI, IoT, and Blockchain in disease diagnosis in smart cities. The findings demonstrate that the convergence of AI, IoT, and blockchain can enhance the speed and accuracy of diagnosing Pandemic diseases, leading to more effective containment and management strategies.",Sustainable Machine Intelligence Journal,Semantic Scholar
Internet of Things and Artificial Intelligence-Enabled Secure Autonomous Vehicles for Smart Cities,"D. A. Janeera, S. S. Gnanamalar, K. Ramya, A. G. A. Kumar",2021,https://www.semanticscholar.org/paper/d8ad07ee9feb48e468b461dee16bc061a2a6b6be,,Automotive Embedded Systems,Semantic Scholar
An autonomous blockchain‐based computational broker for e‐science,"Alper Alimoglu, Can Özturan",2024,https://www.semanticscholar.org/paper/e2e34b31b7a34b080db0fd801495aeef736f1fa1,"Blockchain infrastructures have emerged as a disruptive technology and have led to the realization of cryptocurrencies (peer‐to‐peer payment systems) and smart contracts. They can have a wide range of application areas in e‐Science due to their open, public nature and global accessability in a trustless manner. We propose and implement a smart contract called eBlocBroker, which is an autonomous blockchain‐based middleware system for volunteer computing and providing data resources for e‐Science. The eBlocBroker infrastructure connects requesters who need to combine applications (jobs) with datasets and run them via an Ethereum‐based private blockchain network (Bloxberg) on providers that utilize computational and data resources on clouds or home servers. It uses cloud storage, such as B2DROP, IPFS, or Google Drive, to store and transfer data between requesters and providers. Each provider utilizes the Slurm workload manager to execute jobs submitted through eBlocBroker. In this paper, we demonstrate how an autonomous organization programmed as a smart contract can be used to deploy a marketplace that supports data and computation‐intensive research projects. We propose a cost model implemented as a function in the smart contract which calculates and records computation and dataset usage costs. We develop a Python‐based system to communicate with eBlocBroker and orchestrate jobs' execution on the provider's end. We present eBlocBroker's features, infrastructure, implementation, algorithms and experimental results.",Concurrency and Computation,Semantic Scholar
Artificial intelligence and blockchain: A review,"A. Hussain, F. Al-turjman",2021,https://www.semanticscholar.org/paper/089a66fceedbdbd89f52602ce55d5e78e339b1c3,"It is irrefutable that blockchain and artificial intelligence (AI) paradigms are spreading at an incredible rate. The two paradigms have distinctive level of innovative nature and multidimensional business propositions. Blockchain innovation can robotize instalments to grant a way for exchanging personal records, information, and logs in a secure, and decentralized manner and can be revealed digitally in the digital currency era. As of late, blockchain and AI are two of the most trending technologies. Blockchain can administer connections among members with no mediator via smart contracts. AI, then, offers insight and dynamic capacities for machines just like people. In this survey, we provide a comprehensive overview about the applications of AI in blockchain. We audit, and sum up the rise of blockchain applications, and stages explicitly focusing on the AI research area. We likewise recognize and summarize open challenges in using blockchain and AI techniques. We also classify the effect of the cloud with these two innovations with respect to the computerized economy, which includes Blockchain as a Cloud and Blockchain as a Service. We moreover survey difficulties and issues identified while provisioning these technologies. It has been found that the integration of AI and blockchain is trusted to make various prospects. Such techniques provide scientists and authorities with an accuracy of up to 90% when taken properly into consideration.",Transactions on Emerging Telecommunications Technologies,Semantic Scholar
Leveraging Deep Learning Models and Ethereum Smart Contracts to Secure EHR in HL7 Environment,"A. Ginavanee, Dr. S. Prasanna",2023,https://www.semanticscholar.org/paper/d6c58b532ee6d0b785b3f1fd4bbb176aa201ce85,"The secure and efficient sharing of healthcare data is crucial in the rapidly evolving healthcare landscape. This paper addresses the critical need for secure and efficient healthcare data sharing in today's rapidly evolving healthcare landscape. While sharing health information can significantly improve healthcare quality and treatment coordination, challenges like security, privacy concerns, data consistency, and timely access across healthcare facilities remain. To overcome these obstacles, our proposed solution harnesses Ethereum Blockchain technology, Artificial Intelligence (AI), and the Health Level 7 standard (HL7). This integrated approach redefines data modeling, creating a flexible and scalable system that prioritizes medical data and service privacy and security. The fusion of AI and Ethereum Blockchain technology effectively tackles Health Information Exchange challenges. Additionally, our BERT-CNN classifier, achieving an impressive 94.2% accuracy, excels in classifying medical data, outperformed MLP, SVM, and Random Forest classifiers. We employ modern cryptographic methods like Fully Homomorphic Encryption over the Torus (TFHE) to ensure secure computation and protect sensitive medical data. These strategies promise more effective and secure medical data sharing, leading to improved patient care, advances in medical research, and increased confidence across the healthcare ecosystem.",SMART,Semantic Scholar
Smart Finance: An overview of Artificial Intelligence Integration in Fintech,"Parth Dhananjay Akre, Utkarsha Pacharaney, W. Siraskar",2024,https://www.semanticscholar.org/paper/18dd5fef387482ca468ad4ad1c35ac1133c9a2c4,"The role of FinTech in advancing contemporary economies, societies, and technologies is growing. Smart FinTech is the next wave of FinTech that leverages artificial intelligence and data science methodologies to drive major advancements in fields including blockchain, cryptocurrencies, InsurTech, PayTech, BankingTech, TradeTech, LendTech, InsurTech, WealthTech, and RiskTech. An overview of these domains, as well as the artificial intelligence and data science techniques applied, is given in this paper. These techniques include augmentation, optimization, privacy-preserving processing, deep learning, federated learning, and intelligent interactions, complex system methods, mathematical approaches, knowledgeable communication, recognition and responses, and data analytics. This study offers a thorough analysis of smart financial companies, the obstacles they face, the smart FinTech environment, the artificial intelligence and data science methods that make smart FinTech possible, and potential future research areas for the artificial intelligence and data science community. To improve comprehension and analysis, the work makes use of visual aids such as figures and tables. The relevance of data quality, including data augmentation and manipulation, as well as enhancing fairness and decision-support, is emphasized in the study for financial firms. It also covers ethical and explicable FinTech, with a focus on privacy preservation, accountability, openness, and objectivity in FinTech and business designs. The potential for more research and innovation at the heart of analytics, data science, and FinTech is highlighted in the paper's conclusion.","2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIEI)",Semantic Scholar
A Blockchain based Electronic Medical Health Records Framework using Smart Contracts,"Vardhini B, Shreyas N Dass, Sahana R, Dr.Chinnaiyan R",2021,https://www.semanticscholar.org/paper/4dfcf64bec2f73bb595da8bdc5619fbb8c4689d7,"The common issues in medical services within the country are mostly associated with doctors' referral process, data transfer between health institutions, and portals for patients to access their medical information. Specific issues arise, such as sharing health Records across institutes or hospitals, problems with misuse of data once shared, no security, etc. The Electronic Health Record (EHR) Framework on Blockchain addresses those issues, resulting from a collaboration of all stakeholders involved. This paper explores the likelihood of representing medical records to make sure data privacy, data accessibility, and data interoperability for the healthcare-specific scenario. Data privacy refers to affording protection to ensure data is available when needed and not used, imparted, accessed, altered, or deleted while being stored or retrieved, or transmitted. Data accessibility is the ability to access the data regardless of natural or artificial accidents, hardware, or others. Improving the accessibility of health data in the healthcare sector while ensuring privacy has been identified as a necessary capability that involves every individual and organization. Traditionally, healthcare interoperability has centered on sharing data between business institutions, such as various hospital systems. The emphasis has lately been on patient-driven information sharing, where the exchange of medical information is patient-mediated and patient-driven. We propose implementing a large-scale information infrastructure to access Smart Contracts sponsored by EHRs as information mediators. The decentralized nature of blockchain technology will aid in making the EHR accessible over a broader network. Using Blockchain will help make far-reaching changes in the healthcare industry by providing immutable, authentic, and accessible medical records, privacy, and faster payments.",International Conference on Computational Collective Intelligence,Semantic Scholar
Blockchain for explainable and trustworthy artificial intelligence,"M. Nassar, K. Salah, M. H. Rehman, D. Svetinovic",2019,https://www.semanticscholar.org/paper/960f5f6d648ae14f7c5359a2492af5f90aae4308,"The increasing computational power and proliferation of big data are now empowering Artificial Intelligence (AI) to achieve massive adoption and applicability in many fields. The lack of explanation when it comes to the decisions made by today's AI algorithms is a major drawback in critical decision‐making systems. For example, deep learning does not offer control or reasoning over its internal processes or outputs. More importantly, current black‐box AI implementations are subject to bias and adversarial attacks that may poison the learning or the inference processes. Explainable AI (XAI) is a new trend of AI algorithms that provide explanations of their AI decisions. In this paper, we propose a framework for achieving a more trustworthy and XAI by leveraging features of blockchain, smart contracts, trusted oracles, and decentralized storage. We specify a framework for complex AI systems in which the decision outcomes are reached based on decentralized consensuses of multiple AI and XAI predictors. The paper discusses how our proposed framework can be utilized in key application areas with practical use cases.",WIREs Data Mining Knowl. Discov.,Semantic Scholar
Novel Design of Blockchain based IIoT Framework for Smart Factory,"Ahyun Song, Euiseong Seo, Heeyoul Kim",2024,https://www.semanticscholar.org/paper/7749593baa29862e3d1a667e819c8939161a00de,"A smart factory is an advanced manufacturing system that utilizes various cutting-edge technologies such as IIoT (Industrial Internet of Things), big data, AI(Artificial Intelligence), blockchain to automate and optimize production processes. While there is a growing demand for smart factories in recent times, the adoption and proliferation of these facilities have been delayed due to concerns about security, the reliability of collected information, and challenges in management and control. Moreover, traditional centralized smart factory systems pose a risk of operational downtime in the event of failures or attacks since a central server controls the entire system. Therefore, we propose the design of a secure, transparent, and reliable blockchain-based IIoT framework for smart factories. The framework consists of three layers: the blockchain core layer, the blockchain operation layer, and the IIoT service layer. The IIoT service layer plays a crucial role in providing various services essential for the advancement of smart factories, utilizing blockchain technology. Our proposed framework combines IIoT and blockchain technologies to leverage the advantages of decentralization, trust, security, transparency, data management, and traceability.",International Conference on Advanced Communication Technology,Semantic Scholar
DAON: A Decentralized Autonomous Oracle Network to Provide Secure Data for Smart Contracts,"Jingya Dong, Chunhe Song, Yong Sun, Tao Zhang",2023,https://www.semanticscholar.org/paper/25cea2277ad63828b2f03aba0dfe9fe2e3cf757c,"Blockchain, which originated with the Bitcoin system, has drawn intense attention because of its decentralization, persistence, and anonymity. The execution environment of blockchain is isolated from the external world and requires “blockchain oracles”: agents that fetch information from the outside world. However, there is always the risk of oracles providing corrupt, malicious, or inaccurate data. To overcome this issue, this paper analyses the existing oracle working patterns, then introduces a decentralized autonomous oracle network (DAON) and its consensus protocol and noninteractive reputation maintenance and payment scheme. Meanwhile, the reputation and security monitoring services of DAON are designed to ensure the DAON provide trustworthy data services in a complex byzantine environment. The proposed method is verified by experiments on three applications. Using the proposed network, smart contracts on future blockchains could have reliable, tamper-proof inputs and outputs.",IEEE Transactions on Information Forensics and Security,Semantic Scholar
Survey on Blockchain-Based Smart Contracts: Technical Aspects and Future Research,"T. Hewa, Yining Hu, Madhusanka Liyanage, Salil Kanhare, M. Ylianttila",2021,https://www.semanticscholar.org/paper/578ed111f6e496c8674209ec7d63de9b6fa2ead4,"The industrial and computing research context revolutionized in various directions during the last decades. The blockchain-based smart contract embraced as a significant research interest due to its distinguishing features such as decentralized storage of transactions, autonomous execution of contract codes, and decentralized establishment of the trust. Blockchain-based smart contracts can transform the working architecture of almost all industries towards elevated service standards. The use cases of blockchain based smart contracts range from industrial applications such as cryptocurrency systems towards logistics, agriculture, real estate, energy trading and so forth. The decentralization concept of blockchain is one of the biggest leaps in technology research since future computing got a super momentum towards the Internet of Things (IoT) and edge computing. A plethora of research is in progress to investigate the opportunities for the applicability of smart contracts and blockchain technologies to various industries. It is important to identify the technical aspects of blockchain-based smart contracts to further improve and sharpen the capabilities which they already owed. This survey is conducted to identify the significant technical aspects of blockchain-based smart contracts with the associated future research directions.",IEEE Access,Semantic Scholar
"The Synthesis of Blockchain, Artificial Intelligence and Internet of Things","Brian Parker, C. Bach",2020,https://www.semanticscholar.org/paper/ad8389689ad68b6af9706667a0e6baa9753bf217,"This paper is an exploration of several theories on the synthesis of the Blockchain(BC), the Internet of Things (IoT), and Artificial Intelligence(AI) through a literature review. Blockchain technology is a decentralized peer-to-peer network that stores records and transactions in immutable blocks secured by cryptography. The decentralization aspect of blockchain eliminates the need for trusted third party interceder. Internet of Things(IoT) is an interrelated computer system that makes a connection between computers and humans to communicate in several areas; smart devices like homes, cars, radio are just a few examples. IoT challenges are security, connectivity, issues with the analysis of big data, centralization, and vulnerability to attacks.  Artificial Intelligence(AI) machine learning technology is the advanced decision-making process that influences daily routines such as banking, healthcare, gaming, transportation, and space exploration, among others. AI’s challenges are; security, centralized architecture, and resource limitations. The methodology will be a comprehensive quantitative analysis of the existing research and how these technologies can be a transformative impact on how information is accessed through enterprise and society. The convergence of BC, AI, and IoT will provide scalable, secure high-level intellectual functioning that will be the new paradigm of digital information.",,Semantic Scholar
Smart Agriculture and Food Industry with Blockchain and Artificial Intelligence,"Dr N Nasurudeen Ahamed, R. Vignesh",2022,https://www.semanticscholar.org/paper/b574d69f36e73a485b8fda5464c789b29a8382af,"Corresponding Authors: Nasurudeen Ahamed N Computer Science and Engineering, School of Engineering, Presidency University, Bengaluru, Karnataka, India Email: nasurudeenahamed@presidencyuniversity.in Abstract: Horticulture is one of the most major human exercises everywhere. Brilliant horticulture incorporates a bunch of advances, gadgets, conventions and computational ideal models to improve farming cycles. Blockchain, Big information, man-made consciousness, cloud and edge processing give capacities and answers for keeping, storing and investigating the huge information created by parts. The entry of a yield from the maker to the purchaser is followed by a cultivating store network. A reasonable stage that grants association individuals to the ranch together is a blockchain-based cultivating store network. This technique dispenses with the necessity for a unified confided in power, go-betweens and business narratives, developing creation and security through supporting outrageous trustworthiness, obligation and wellbeing. In, Industry 4.0 is one of the smart manufacturing methods in various industrial fields. It’s one to create the opportunity nowadays in mass production of the many industry fields. Such as Agricultural Industry, Food Industry, Automotive Industry, Textile Industry, Logistics, etc., In this 4.0 version, we have utilized the human workers more. even though such good technologies like Big Data, Cloud Computing, IoT, etc., To reduce the Human Work Efforts and Save their lives to enhance the technology, that is to turn Supply Chain Management 4.0 into Supply Chain Management 5.0. To, Testing and Creating the Driverless Vehicle for Transporting Using Distributed Ledger Technology. In, The Smart Contract we have to Implement the Face Recognition of Those who send the Agricultural Goods. When Consumer to Read the Smart Contract to satisfy the Face Recognition from the appropriate Producer. This one increases the trustworthiness of Relation between Producer and Consumer. Supply Chain Management 5.0 to Integrate the Emerging technologies in this study such as blockchain and Artificial Intelligence. In, this version to Collaborate the Human and Robot Working. Eventually, it create a Smart Manufacturing Technology in the agricultural food supply chain industry.",Journal of Computer Science,Semantic Scholar
Not-So-Smart Blockchain Contracts and Artificial Responsibility,Adam J. Kolber,2018,https://www.semanticscholar.org/paper/d57fa33ca431c3f3be2400f74014e8f45ae1f8c7,"The first high-profile decentralized autonomous organization formed in 2016. Called “TheDAO,” it used smart contracts on a bitcoin-style blockchain to allow strangers to come together online to vote on and invest in venture capital proposals. Newspapers raved about the $160 million it quickly raised, even though it purported to have no central human authority, including no managers, executives, or board of directors. 
Technologists have grand plans for smart contracts and autonomous organizations. Rather than staying at traditional hotels with elaborate human staff, we may pay for hotel rooms using bitcoin (or another cryptocurrency) which will automatically unlock the room door. If the toilet breaks, the room itself will contract with a plumber to fix it. Similarly, a smart contract may allow us to hire a self-driving car. The car will not only drive passengers around but arrange for its own routine maintenance. 
TheDAO itself, however, is now a cautionary tale. A bug in its smart contract code was exploited to drain more than $50 million in value. Some purists denounced efforts to mitigate the problem, arguing that the alleged hacker simply withdrew money in accordance with the organization’s agreed-upon contractual terms in the form of computer code. Since the “code is the contract” in their minds, the alleged hacker did nothing wrong. 
I defend two related claims. First, contra the purists, I argue that the code does not reflect the entirety of the parties’ agreement, and so the “code is the contract” slogan does not resolve whether TheDAO exploitation should have been mitigated. I take no position on whether mitigation was appropriate except to say that the matter depends on many considerations aside from smart contract code itself. 
Second, I point to a broader danger lurking in the code-is-the-contract view. TheDAO had tremendous “artificial responsibility” in that we gave it considerable control that couldn’t be easily revoked or reined in. Not-so-smart contracts in the future may prove even more dangerous: hotel guests might be locked out of their rooms, and self-driving cars might drive off bridges. I argue that unadulterated commitment to the code-is-the-contract slogan increases artificial responsibility and its associated risks.",,Semantic Scholar
Towards sustainable smart cities: A secure and scalable trading system for residential homes using blockchain and artificial intelligence,"Samuel Omaji, N. Javaid, T. Alghamdi, Neeraj Kumar",2022,https://www.semanticscholar.org/paper/1a4cc795dedb6822deec55a562d7685f22676e03,,Sustainable cities and society,Semantic Scholar
Blockchain Smart Contract to Prevent Forgery of Degree Certificates: Artificial Intelligence Consensus Algorithm,Seong-kyu Kim,2022,https://www.semanticscholar.org/paper/8b76098edacffc47bd738575d1c64a2524341138,"Certificates are often falsified, such as fake diplomas and forged transcripts. As such, many schools and educational institutions have begun to issue diplomas online. Although diplomas can be issued conveniently anytime, anywhere, there are many cases wherein diplomas are forged through hacking and forgery. This paper deals with the required Blockchain diploma. In addition, we use an automatic translation system, which incorporates natural language processing, to perform verification work that does not require an existing public certificate. The hash algorithm is used to authenticate security. This paper also proposes the use of these security protocols to provide more secure data protection. In addition, each transaction history, whether a diploma is true or not, may be different in length if it is presented in text, but converting it into a hash function means that it is always more than a certain length of SHA-512 or higher. It is then verified using the time stamp values. These chaining codes are designed. This paper also provides the necessary experimental environment. At least 10 nodes are constructed. Blockchain platform development applies and references Blockchain standardization, and a platform test, measurement test, and performance measurement test are conducted to assess the smart contract development and performance measurement. A total of 500 nodes were obtained by averaging 200 times, and a Blockchain-based diploma file was agreed upon at the same time. It shows performance information of about 4100 TPS. In addition, the analysis of artificial intelligence distribution diagram was conducted using a four-point method, and the distribution chart was evenly distributed, confirming the diploma with the highest similarity. The verified values were then analyzed. This paper proposes these natural language processing-based Blockchain algorithms.",Electronics,Semantic Scholar
ManuChain II: Blockchained Smart Contract System as the Digital Twin of Decentralized Autonomous Manufacturing Toward Resilience in Industry 5.0,"Jiewu Leng, Xiaofeng Zhu, Zhiqiang Huang, Kailin Xu, Zhihong Liu, Qiang Liu, Xin Chen",2023,https://www.semanticscholar.org/paper/e2872e94d2dd114a8ff036ee640ad2b9e00921dd,"In Industry 5.0 vision, machines are empowered with the interaction capability to autonomously make local decisions and coordinate with each other as well as humans. However, how to form a group consensus on the rapid self-organizing of the manufacturing process is critical for achieving manufacturing resilience under disturbances and disruptions. Based on our formerly developed system ManuChain (Leng et al., 2020), this article proposes a blockchained smart contract system (BSCS), named ManuChain II, as the digital twin of a decentralized autonomous manufacturing system for achieving resilience in Industry 5.0. A blockchain-secured multiagent system architecture together with a product data model is established to form the BSCS. The BSCS could prevent tampering with data and enhance the transparency of the product manufacturing process. In BSCS, two types of blockchained smart contracts (SCs) are established with a bi-level interplay computing architecture. The lower-level contracts perform the predefined and learned patterns of task coordination for achieving resilience under internal disruptions. The upper-level contracts are incorporated with communication-efficient decentralized deep-learning algorithms for the learning, updating, transferring, and sharing of coordination patterns used in the autonomous decision in lower-level SCs, thereby achieving the continuous improvement of the system’s decentralized autonomous intelligence. Via incorporating the decentralized deep learning algorithms into blockchained SCs, this study reveals a new way to realize the self-organizing intelligence of the manufacturing system for enhancing resilience toward Industry 5.0.","IEEE Transactions on Systems, Man, and Cybernetics: Systems",Semantic Scholar
From Trash to Cash: How Blockchain and Multi-Sensor-Driven Artificial Intelligence Can Transform Circular Economy of Plastic Waste?,"Aditya Chidepatil, Prabhleen Bindra, Devyani Kulkarni, Mustafa Qazi, Meghana Kshirsagar, K. Sankaran",2020,https://www.semanticscholar.org/paper/c6ba7d951eead3ea92f8ac2c7f951f7866d497d5,"Virgin polymers based on petrochemical feedstock are mainly preferred by most plastic goods manufacturers instead of recycled plastic feedstock. Major reason for this is the lack of reliable information about the quality, suitability, and availability of recycled plastics, which is partly due to lack of proper segregation techniques. In this paper, we present our ongoing efforts to segregate plastics based on its types and improve the reliability of information about recycled plastics using the first-of-its-kind blockchain smart contracts powered by multi-sensor data-fusion algorithms using artificial intelligence. We have demonstrated how different data-fusion modes can be employed to retrieve various physico-chemical parameters of plastic waste for accurate segregation. We have discussed how these smart tools help in efficiently segregating commingled plastics and can be reliably used in the circular economy of plastic. Using these tools, segregators, recyclers, and manufacturers can reliably share data, plan the supply chain, execute purchase orders, and hence, finally increase the use of recycled plastic feedstock.",Administrative Sciences,Semantic Scholar
Artificial intelligence and logistics services: a systematic literature review,"Alberto Villanueva-Eslava, Yasmina Riega-Virú, Kiara Nilupu-Moreno, Juan Luis Salas-Riega",2023,https://www.semanticscholar.org/paper/22b16621927d5f050a5fa48cfe064d5358c0a0c2,"The objective of the study is to identify the artificial intelligence tools used and their impact on logistics services, for this a systematic review of the scientific literature was carried out. Fifteen articles were selected from the Proquest and Scopus databases using the terms: artificial intelligence AND Logistics AND contracts OR provision OR services, the use of Blockchain, IoT, smart contracts, deep learning, and computer software for logistics services was found. It is concluded that digitalization implies the incorporation of artificial intelligence in logistics services, highlighting the use of IoT. At the same time, deep learning is not as common in this context compared to other technologies. Artificial intelligence tools impact logistics services, optimizing the supply chain, helping identify products, tracking them more rigorously, and making contracting and transportation processes more effective. The AI trend in logistics services is developing in Europe, Asia, and the United States of North America, which is why it is recommended that companies providing logistics services in Latin America adopt the use of artificial intelligence tools to improve the service they provide.",2023 IEEE 3rd International Conference on Advanced Learning Technologies on Education & Research (ICALTER),Semantic Scholar
Comprehensive Analysis of the Architecture and Security of Blockchain-Based Smart Contracts,"G. Kaur, Lakshit Kumawat, Sanjay Singla, Harmeet Singh, Umesh Ola, Arvind",2023,https://www.semanticscholar.org/paper/f3a98d76d952bfd0f469d1c8ecd5cf9e5f8b845d,"This study delves deeply into the security features and architectural design nuances of blockchain-based smart contracts. The study delves into the essential elements of blockchain networks, such as distributed ledgers and consensus mechanisms, before guiding readers through the intricacies of the top platforms for developing smart contracts. It analyses the architectural characteristics, programming languages, and developer tools of different platforms and makes comparisons between them. Examined are security issues with smart contracts, pointing out flaws like as reentrancy attacks and suggesting countermeasures. Along with talks of interoperability problems and new solutions, the study also tackles scalability challenges in blockchain networks and smart contracts. Best practices for integrating smart contracts in decentralized systems, formal verification procedures, and privacy-preserving smart contract implementation strategies are examined. The article also addresses energy efficiency issues in blockchain networks and suggests sustainable solutions. The study attempts to provide a thorough understanding of the technical and security aspects surrounding blockchain-based smart contracts, concluding with insights into future trends, such as the integration of artificial intelligence and quantum-resistant cryptography.",2023 International Conference on Advanced Computing & Communication Technologies (ICACCTech),Semantic Scholar
Using Blockchain for Decentralized Artificial Intelligence with Data Privacy,"A. Masurkar, Xiaoyan Sun, Jun Dai",2023,https://www.semanticscholar.org/paper/8e6a80d00703a980c6f54574faa10818f6abc6f9,"Artificial Intelligence (AI) solutions require model training, which traditionally needs local datasets to be uploaded to a centralized server. However, centralized learning usually creates issues in terms of data privacy, data control, and data security. To address these issues, decentralized AI, especially federated learning, is proposed to achieve no data sharing or data exchange across servers and decentralized devices. This paper proposes a new decentralized AI paradigm based on blockchain, which goes beyond the decentralized federated learning to require no model pooling or orchestrating on any central server. That is, we propose further decentralization by dismissing the central or-chestrator in federated learning through the usage of blockchain (e.g., Ethereum in this paper), which is inherently a decentralized, distributed, peer-to-peer and autonomous mechanism. We implemented a prototype to demonstrate the idea, in which models are trained on data contributors’ ends. Instead of moving models to a central place for combining (such as in federated learning), models are trained independently on data contributors’ sides, and flow to the decentralized blockchain for updating. In this process, smart contracts on Ethereum provide specifications required for model creation. In addition, data contributors are rewarded Ether coins for their contributions to train the model with their data. This also incentivizes data contributors to provide data for AI training while protecting their data privacy.","International Conference on Computing, Networking and Communications",Semantic Scholar
Blockchain and Artificial Intelligence (AI) integration for revolutionizing security and transparency in finance,"N. Rane, Saurabh P. Choudhary, Jayesh Rane",2023,https://www.semanticscholar.org/paper/46c84facf5f9e15f6fe9c7f4d0eac9389c9a891d,": The convergence of Blockchain technology and Artificial Intelligence (AI) is exerting a transformative influence, ushering in a new epoch of security and transparency within the financial sector. This amalgamation effectively addresses pivotal challenges faced by conventional financial systems, presenting inventive solutions to heighten efficiency, diminish fraud, and amplify transparency. Blockchain, functioning as a decentralized and tamper-resistant ledger, introduces a paradigm shift in financial transactions. Its capacity to establish an unalterable record of transactions ensures that once data is recorded, it remains impervious to modification, thereby furnishing an unparalleled level of security. This inherent security attribute positions Blockchain as an optimal choice for reinforcing financial systems against cyber threats and fraudulent activities. On the other hand, AI contributes predictive analytics, machine learning, and automation to the forefront of financial operations. The integration of AI in finance enables real-time data analysis, risk assessment, and decision-making, optimizing processes and elevating overall efficiency. When amalgamated with Blockchain, AI augments the precision and dependability of financial data, cultivating a more secure and transparent ecosystem. A pivotal aspect of this integration in finance is the streamlining of Know Your Customer (KYC) and Anti-Money Laundering (AML) processes. The decentralized nature of Blockchain facilitates secure storage of customer data, mitigating the risk of identity theft, while AI algorithms adeptly analyze extensive datasets to pinpoint and flag suspicious activities. This not only augments security but also ensures adherence to regulatory requirements. Smart contracts, a distinctive feature of Blockchain, automate and enforce contractual agreements, diminishing the reliance on intermediaries and minimizing the probability of human error. AI algorithms can be seamlessly integrated into these contracts to enhance their adaptability and responsiveness to evolving market conditions, further refining financial processes. The transparency ushered in by Blockchain ensures that all stakeholders have access to a singular version of the truth, fostering trust in financial transactions. Furthermore, the incorporation of AI in fraud detection and risk management heightens the proactive identification of potential threats, safeguarding financial institutions and their clientele. As financial institutions increasingly embrace this integration, the industry stands on the brink of a revolution that not only safeguards against existing challenges but also paves the way for innovative and efficient financial ecosystems.",Social Science Research Network,Semantic Scholar
Design and development of automobile assembly model using federated artificial intelligence with smart contract,"Arunmozhi Manimuthu, V. Venkatesh, Yangyan Shi, V. Sreedharan, S. Koh",2021,https://www.semanticscholar.org/paper/50f057c8d44b9999063b1d9df04e2dcff01c532c,"With smart sensors and embedded drivers, today’s automotive industry has taken a giant leap in emerging technologies like Machine learning, Artificial intelligence, and the Internet of things and started to build data-driven decision-making strategies to compete in global smart manufacturing. This paper proposes a novel design framework that uses Federated learning-Artificial intelligence (FAI) for decision-making and Smart Contract (SC) policies for process execution and control in a completely automated smart automobile manufacturing industry. The proposed design introduces a novel element called Trust Threshold Limit (TTL) that helps moderate the excess usage of embedded equipment, tools, energy, and cost functions, limiting wastages in the manufacturing processes. This research highlights the use cases of AI in decentralised Blockchain with smart contracts, the company’s trading policies, and its advantages for effectively handling market risk assessments during socio-economic crisis. The developed model supported by real-time cases incorporated cost functions, delivery time and energy evaluations. Results spotlight the use of FAI in decision accuracy for the developed smart contract-based Automobile Assembly Model (AAM), thereby qualitatively limiting the threshold level of cost, energy and other control functions in procurement assembly and manufacturing. Customisation and graphical user interface with cloud integration are some challenges of this model.",International Journal of Production Research,Semantic Scholar
